map_no,squad_id,source_file,row_type,in_game_name,kills_seen,assists,redeploys,damage
6,T10,Scores 6/Call_of_Duty_Black_Ops_7_Screenshot_2026.08.01_-_19.51.20.58.PNG,P,[donkd]syzn,5,0,3,2941
6,T10,Scores 6/Call_of_Duty_Black_Ops_7_Screenshot_2026.08.01_-_19.51.20.58.PNG,P,[+]Chuffy,3,2,4,2735
6,T10,Scores 6/Call_of_Duty_Black_Ops_7_Screenshot_2026.08.01_-_19.51.20.58.PNG,TOTAL,,15,4,8,9947
7,T10,Scores 5/Call_of_Duty_Black_Ops_7_Screenshot_2026.08.01_-_20.29.56.35.PNG,P,[ttok]envious jay,9,5,7,4676
7,T10,Scores 5/Call_of_Duty_Black_Ops_7_Screenshot_2026.08.01_-_20.29.56.35.PNG,P,[donkd]syzn,3,6,6,2441
7,T10,Scores 5/Call_of_Duty_Black_Ops_7_Screenshot_2026.08.01_-_20.29.56.35.PNG,P,[+]Chuffy,1,1,12,1768
7,T10,Scores 5/Call_of_Duty_Black_Ops_7_Screenshot_2026.08.01_-_20.29.56.35.PNG,TOTAL,,13,12,25,8885
8,T10,Scores 6/Call_of_Duty_Black_Ops_7_Screenshot_2026.08.01_-_20.55.20.21.PNG,P,[ttok]envious jay,11,1,6,5218
8,T10,Scores 6/Call_of_Duty_Black_Ops_7_Screenshot_2026.08.01_-_20.55.20.21.PNG,P,[donkd]syzn,7,3,5,3946
8,T10,Scores 6/Call_of_Duty_Black_Ops_7_Screenshot_2026.08.01_-_20.55.20.21.PNG,P,[+]Chuffy,4,0,5,2278
8,T10,Scores 6/Call_of_Duty_Black_Ops_7_Screenshot_2026.08.01_-_20.55.20.21.PNG,TOTAL,,22,4,16,11442
1,T11,Scores 1/image 33.PNG,P,[-]Toji,2,3,4,2300
1,T11,Scores 1/image 33.PNG,P,[ga.]xeno,2,0,10,1601
1,T11,Scores 1/image 33.PNG,P,[daddy]çhèèšý,5,3,5,3104
1,T11,Scores 1/image 33.PNG,TOTAL,,9,6,19,7005
2,T11,Scores 1/image 30.PNG,P,[ga.]xeno,4,0,8,1792
2,T11,Scores 1/image 30.PNG,P,[-]Toji,0,1,4,893
2,T11,Scores 1/image 30.PNG,P,[daddy]çhèèšý,0,1,4,888
2,T11,Scores 1/image 30.PNG,TOTAL,,4,2,16,3573
3,T11,Scores 2/image 24.PNG,P,[-]Toji,6,0,2,3940
3,T11,Scores 2/image 24.PNG,P,[daddy]çhèèšý,5,1,4,3379
3,T11,Scores 2/image 24.PNG,P,[ga.]xeno,1,1,4,1689
3,T11,Scores 2/image 24.PNG,TOTAL,,12,2,10,9008
4,T11,Scores 3/image 18.PNG,P,[-]Toji,5,4,4,3613
4,T11,Scores 3/image 18.PNG,P,[daddy]çhèèšý,6,2,3,3051
4,T11,Scores 3/image 18.PNG,P,[ga.]xeno,1,1,9,1599
4,T11,Scores 3/image 18.PNG,TOTAL,,12,7,16,8263
5,T11,Scores 4/image 12.PNG,P,[daddy]çhèèšý,7,3,10,3295
5,T11,Scores 4/image 12.PNG,P,[-]Toji,3,3,10,2802
5,T11,Scores 4/image 12.PNG,P,[ga.]xeno,0,2,6,1164
5,T11,Scores 4/image 12.PNG,TOTAL,,10,8,26,7261
6,T11,Scores 4/image 10.PNG,P,[-]Toji,0,0,3,799
6,T11,Scores 4/image 10.PNG,P,[daddy]çhèèšý,1,1,4,1397
6,T11,Scores 4/image 10.PNG,P,[ga.]xeno,0,1,11,44
6,T11,Scores 4/image 10.PNG,TOTAL,,1,2,18,2240
7,T11,Scores 5/image 6.PNG,P,[-]Toji,3,1,9,2317
7,T11,Scores 5/image 6.PNG,P,[FaZe]@nazx,2,0,7,1647
7,T11,Scores 5/image 6.PNG,P,[ga.]xeno,0,1,6,637
7,T11,Scores 5/image 6.PNG,TOTAL,,5,2,22,4601
8,T11,Scores 6/image 2.PNG,P,[-]Toji,2,0,2,1442
8,T11,Scores 6/image 2.PNG,P,[0-0]@nazx,1,1,3,1273
8,T11,Scores 6/image 2.PNG,P,[ga.]xeno,0,0,1,696
8,T11,Scores 6/image 2.PNG,TOTAL,,3,1,6,3411
2,T12,Scores 1/image 29.PNG,P,[.]BANGBANG,9,1,5,4530
2,T12,Scores 1/image 29.PNG,P,[Brya]conR,2,2,4,1465
2,T12,Scores 1/image 29.PNG,P,[9]haiyz,3,3,3,2676
2,T12,Scores 1/image 29.PNG,TOTAL,,14,6,12,8671
3,T12,Scores 2/image 25.PNG,P,[Brya]conR,4,0,7,2851
3,T12,Scores 2/image 25.PNG,P,[.]BANGBANG,7,2,4,3180
3,T12,Scores 2/image 25.PNG,P,[9]haiyz,3,5,3,2169
3,T12,Scores 2/image 25.PNG,TOTAL,,14,7,14,8200
4,T12,Scores 3/image 17.PNG,P,[.]BANGBANG,3,2,8,3264
4,T12,Scores 3/image 17.PNG,P,[9]haiyz,3,1,6,2028
4,T12,Scores 3/image 17.PNG,P,[Brya]conR,1,0,8,1952
4,T12,Scores 3/image 17.PNG,TOTAL,,7,3,22,7244
5,T12,Scores 4/image 15.PNG,P,[9]haiyz,5,4,6,3595
5,T12,Scores 4/image 15.PNG,P,[.]BANGBANG,4,1,4,3091
5,T12,Scores 4/image 15.PNG,P,[Brya]conR,3,0,5,1484
5,T12,Scores 4/image 15.PNG,TOTAL,,12,5,15,8170
6,T12,Scores 4/image 11.PNG,P,[Brya]conR,0,1,5,1084
6,T12,Scores 4/image 11.PNG,P,[.]BANGBANG,4,3,4,2891
6,T12,Scores 4/image 11.PNG,P,[9]haiyz,3,0,5,2353
6,T12,Scores 4/image 11.PNG,TOTAL,,7,4,14,6328
7,T12,Scores 5/image 5.PNG,P,[.]BANGBANG,3,1,8,2639
7,T12,Scores 5/image 5.PNG,P,[9]haiyz,3,1,7,2022
7,T12,Scores 5/image 5.PNG,P,[Brya]conR,2,0,8,1459
7,T12,Scores 5/image 5.PNG,TOTAL,,8,2,23,6120
